doc_name,index,content
03_通知具体内容.txt,信息管理 时代 引领者 数字化 信息管理 人才 中山大学 信息管理学院 华南地区 专业 信息管理 系统研究 人才培养 学科评估 软科 世界一流学科排名 泰晤士高等教育 中国学科评级 A+ 学科 iSchools IFLA ICA 国际影响力 图书馆学 档案学 信息管理与信息系统专业 国家级一流本科专业建设 CILIP 国际认证 信息管理 系统专业 国家信息化战略 大数据战略 综合型高级人才 学术精英 中山大学信息管理学院 实验平台 全英教学实验室 信息素养教学实验室 信息技术实验室 国家知识产权信息服务中心 实习合作基地 信息管理 科学基础理论 信息系统设计方法 信息系统分析 设计 实施 管理 评价 应用 就业前景 发展空间 华南地区 信息管理与信息系统专业 英国CILIP 国际专业教育认证 中国科教评价网 本科专业排名 国家级一流本科专业建设点 教学平台 教学资源 知识图谱构建 应用仿真实验平台 跨学科人才培养 大数据 人工智能 虚拟现实 数字智能技术 教学实践 科研工作 大数据分析 数字人文研究 本研教育融合 本科生全面导师制 本硕博贯通课程体系改革 科研项目 科研团队 科研训练计划 高水平科学研究 创新实践能力 跨学科人才培养路径 对外交流 学生交换 联合培养 教师交流 学术研究 综合性学科背景 教学特色 优势学科 粤港澳大湾区 差异化培养 国内外知名学者 讲座 全球视野 国际化发展路径 就业领域 高校 党政机关 大型企事业单位 互联网领军企业 银行券商 大型金融机构 高级数据分析师 信息系统分析师 信息系统设计师 公务员行政管理岗位 国家保密局 公安部情报中心 广东省委组织部 广州市番禺区人民法院 事业单位 广东省科技创新监测研究中心 广东省信息安全测评中心 广东电视台 企业单位 中国移动 中国电信 深圳华为 腾讯 国家电网 中国工商银行 升学 中山大学 北京大学 武汉大学 南京大学 中国科学技术大学 中国科学院大学 复旦大学 中国人民大学 境外深造 英国帝国理工学院 英国谢菲尔德大学 美国华盛顿大学 美国伊利诺伊大学 美国西北大学 美国卡内基梅隆大学 澳大利亚墨尔本大学 香港中文大学 新加坡国立大学 新加坡南洋理工大学 工作能力 理论素养 合作精神 张洋教授,"信息管理：成就信息时代的引领者

 科技引领未来，信管掌握先机。在当今数字化、信息化的时代浪潮下，国家要推动数产融合，各行各业要实现数字化转型与科技创新发展，就离不开信息管理类人才。中山大学信息管理学院创建于1980年，是一个走在信息时代浪尖，充满朝气和活力的学院，也是华南地区最早开设信息管理与信息系统专业的机构，是我国信息管理领域科学研究和人才培养的重要基地，拥有从本科到硕士、博士、博士后的完整培养体系。在教育部第四轮学科评估中名列并列第四。在2021年软科世界一流学科排名中位列第48名。在泰晤士高等教育2021年中国学科评级中被评为A+学科。本学院是iSchools、IFLA、ICA等重要国际机构成员，具有突出的国际影响力。我院图书馆学、档案学、信息管理与信息系统三个专业全部入选国家级一流本科专业建设，并获得CILIP国际认证。

 作为国家级一流本科专业建设点，信息管理与信息系统专业立足国家信息化战略和大数据战略，针对信息、情报和大数据三大要素，从管理和技术两大维度，培养善于信息赋能的综合型高级人才与学术精英。今天，我们将一起走近中山大学信息管理学院的信息管理与信息系统专业。



01 信息管理与信息系统是个什么样的专业？

 信息管理与信息系统专业集信息技术与管理科学于一体，着重突出实践性和创新性。所培养的学生，将掌握系统的信息管理科学基础理论以及信息系统设计方法等专业知识，具备优秀的实践应用与科研创新能力，适合在国家各级管理部门、工商企业、科研机构等单位从事信息管理以及信息系统分析、设计、实施、管理、评价、应用等具有挑战性的工作，具有广阔的就业前景和发展空间。

 中山大学信息管理学院于1993年开办信息管理与信息系统专业，是华南地区最早开设信息管理与信息系统专业的机构。2017年信息管理与信息系统专业通过了英国CILIP（英国图书信息专业协会）国际专业教育认证；2019年在中国科教评价网本科专业排名中位列全国四百多所高校第18名，并获得5星评价；2020年入选国家级一流本科专业建设点。

 经过几十年的发展，中山大学信息管理与信息系统专业拥有优质的教学平台和丰富的教学资源，已建成知识图谱构建及应用仿真实验平台，打造了全英教学实验室、信息素养教学实验室、信息技术实验室等多个实验室，同时参与建立国家知识产权信息服务中心，并与多家企事业单位建立实习合作基地，为本专业的人才培养提供了强有力的支撑。



02 该专业研究的是什么？

本科阶段主要学习哪些课程？

 信息管理与信息系统专业立足国家信息化战略和大数据战略，形成“三二一”的专业定位：针对信息、情报和大数据三大要素，从管理和技术两大维度，实现培养善于信息赋能的综合型高级人才与学术精英这一目标。

本专业在本科阶段的课程体系建设主要包含以下五大模块：

管理学模块：管理学原理、运筹学、营销管理、知识管理、投资信息分析、电子商务与网络营销等。

IT技术模块：计算机网络、操作系统、Java程序设计基础、高级程序设计、数据结构、数据库原理与应用等。

数据科学模块：数据科学基础、信息分析与决策、大数据分析导论、文本分析方法与实践、数据可视化、机器学习理论与实践、智能信息处理等。

信息管理模块：信息检索导论、信息组织导论、信息计量学、企业竞争情报、数字信息组织、公共数字文化管理等。

信息系统模块：管理信息系统、信息系统分析与设计、企业资源规划系统与应用、信息系统项目管理、智慧城市与智慧技术、社交媒体等。



03 中山大学信息管理与信息系统专业

有何培养特色和优势？

 我院信息管理与信息系统专业在跨学科人才培养方面进行了长期探索，具有深厚的积累。在促进跨学科融合方面，本专业积极吸收、应用大数据、人工智能、虚拟现实等数字智能技术，尝试将其引入教学实践过程中，利用新方法、新工具开展教学和科研工作，在大数据分析、数字人文研究方面取得较为丰硕的成果。在促进本研教育融合方面，本专业推进落实本科生全面导师制，推动本硕博贯通课程体系改革，以科研项目和科研团队为支撑，为每一位本科生定制覆盖本科阶段、延伸至研究生阶段的科研训练计划，推动学生早进课题、早进团队，以高水平科学研究提高学生创新和实践能力，探索高水平跨学科人才培养路径。在促进教学水平提升方面，长期开展质量保障和评估体系研究，承担新时期本科教育质量评价等课题，具有深厚的积淀。

 在对外交流方面，作为iSchools顶级信息学院联盟的合作机构，本专业建立以学生交换、联合培养、教师交流与学术研究为代表的多层次合作项目。同时，结合中山大学具备的综合性学科背景、教学特色和优势学科，聚焦于特定行业或领域，服务于粤港澳大湾区发展，开展差异化培养；邀请本领域国内外知名学者来校开设讲座，为拓展学生的全球视野和国际化发展路径提供坚实保障。



04 信息管理与信息系统专业

毕业生主要就业领域有哪些？

 信息管理与信息系统专业毕业生综合素质高，适应能力强，就业保持口径宽、领域广的优势，近几年就业去向落实率均在95%以上，就业情况位居全校各专业前列。就业单位类型广泛，有高校、党政机关、大型企事业单位、互联网领军企业、银行券商大型金融机构等。

 本专业学生的就业方向多种多样，代表性的有高级数据分析师、信息系统分析师、信息系统设计师等。就业去向覆盖整个粤港澳大湾区，公务员行政管理岗位去向有国家保密局、公安部情报中心、广东省委组织部、广州市番禺区人民法院等；事业单位有广东省科技创新监测研究中心、广东省信息安全测评中心、广东电视台等；企业单位有中国移动、中国电信、深圳华为、腾讯、国家电网、中国工商银行等。

 升学方面，本专业有超过45%的毕业生选择到国内外著名高校继续学习深造。毕业生境内深造的学校有：中山大学、北京大学、武汉大学、南京大学、中国科学技术大学、中国科学院大学、复旦大学、中国人民大学等。毕业生去境外深造的学校有：英国帝国理工学院、英国谢菲尔德大学、美国华盛顿大学、美国伊利诺伊大学、美国西北大学、美国卡内基梅隆大学、澳大利亚墨尔本大学、香港中文大学、新加坡国立大学、新加坡南洋理工大学等。

 本专业毕业生的工作能力、理论素养、合作精神等方面均受到了用人单位的高度评价与认可。



05 要学好信息管理与信息系统专业

需要具备怎样的素质和条件？

报考时应注意什么？

 信息管理与信息系统专业人才作为未来信息管理工作的重要支撑，其知识储备和能力类型不应是单一的，而是多元化发展的。学好本专业需具备以下的素质和条件：

需对学科领域具有浓厚的兴趣。本专业立足于国家信息化战略和大数据战略，要求学生对于大数据、人工智能、知识挖掘等新兴信息技术具有浓厚的研究兴趣和创新创造热情。

需有宽泛的专业基础和综合的知识储备。本专业致力于培养兼具管理思维和系统应用技能的复合人才，要求学生具有交叉多元的知识体系和跨学科思维能力。

需有理论联系实际的动手实践能力。本专业注重信息检索、信息组织、信息系统分析等方面的技能训练，要求学生在掌握信息管理科学基础理论的基础上兼具较强的动手实践能力，能够综合运用所学知识分析和解决问题。



院长寄语

“信息化为中华民族带来了千载难逢的历史机遇。作为信息时代浪潮中的引领者，让我们共同在信息社会和数据时代，掌握先机、传承文化、引领未来！”

——中山大学信息管理学院院长 张洋教授
"
01_通知发布人.txt,孙立宝,孙立宝
02_通知发布日期.txt,2022-05-07,2022-05-07
03_通知具体内容.txt,信息管理学院 2023年1月10日 线上线下 新上课 新上课教师 试讲活动 课程讲授 专家点评 副院长 徐健教授 考核专家组组长 李海涛教授 李岱峰教授 聂勇浩副教授 肖鹏副教授 学院党委书记 林俊洪 教师 试讲 信息检索 新媒体用户 管理学原理 大数据分析导论 数据可视化 科学信息 研究型学习之门 授课过程 思路清晰 表达流利 节奏恰当 专业知识水平 治学态度 授课内容 层次性 深度理解 晦涩抽象 概念 理论 具象 知识点 授课方法 问题驱动 案例引入 互动讨论 启发式教学 学生 参与 教学过程 前沿动态 科研实践 中国传统文化 思政元素 课堂拓展 课件制作 师生互动 考核组专家 教学经验 课程衔接 内容组织 教学技巧 课堂拓展 课件制作 师生互动 优化 授课内容 改进 授课方法 课堂教学质量 研讨交流 优秀师资队伍建设 人才培养质量,"为进一步提高教师教学能力和水平，提升本科生培养质量，推动学院人才培养体系建设，信息管理学院于2023年1月10日通过线上线下结合的方式组织开展了新上课、上新课教师试讲活动。

本次试讲活动包括课程讲授和专家点评两个环节，由副院长徐健教授担任考核专家组组长，李海涛教授、李岱峰教授、聂勇浩副教授和肖鹏副教授担任专家组评委。学院党委书记林俊洪参会指导。

学院4位教师进行了试讲，试讲课程包括《信息检索》、《新媒体用户》、《管理学原理》、《大数据分析导论》和《数据可视化》等5门专业课，以及《科学信息：开启研究型学习之门》1门公选课。

参加试讲的老师准备充分，授课过程思路清晰、表达流利、节奏恰当，展现了良好的专业知识水平和严谨的治学态度。在授课内容层面，由点及面、由浅入深，将晦涩抽象的概念和理论具象为通俗易懂的知识点；在授课方法层面，多门课程采用了问题驱动、案例引入、互动讨论等多种方式进行启发式教学，激发学生深度参与教学过程。整个教学过程不仅充分展现信息管理学科发展前沿动态和最新科研实践，同时还有机融入了中国传统文化等思政元素，从而更好地促进思政与专业相长。

考核组专家们认真听取了试讲教师的授课过程，并结合自身的教学经验，从课程衔接、内容组织、教学技巧、课堂拓展、课件制作及师生互动等方面给予了针对性的建议。整个过程试讲教师全员参与观摩，并与考核组专家就如何进一步优化授课内容，改进授课方法，提高课堂教学质量进行了深入的研讨交流。最后，所有试讲老师均通过专家组考核，本次试讲工作圆满结束。

课堂教学是教育的主阵地、主渠道。未来信息管理学院将常态化推进教师试讲、教学研讨等日常培训活动，不断深化“三全育人”改革，加强高水平师资队伍建设，以最优秀的人培养更优秀的人，助力学院提高人才培养质量。"
01_通知发布人.txt,孙立宝,孙立宝
02_发布日期.txt,2023-02-11,2023-02-11
03_通知具体内容.txt,教务部 本科毕业论文 管理细则 信息管理学院 毕业论文工作小组 校级优秀毕业论文 院级优秀毕业论文 公示期 北学院楼 张老师 图书馆学 档案学 信息管理与信息系统 频繁子图编码 神经网络 情报学 跨语言多标签专利分类研究 广州市 旅游体验 档案学 多维度作者贡献测度方法 信息抽取 提要撰写模式 社会科学的学科排名稳定性 外来建设者文化信息需求 错失焦虑 突发公共卫生事件健康风险信息搜寻行为 人工智能领域 科技人才分类研究 CMHCH 因果推断 智能客服人机切换模型 高校科研人员专利自引行为 科技成果转化 广州高校本科生数据素养现状 虚拟偶像粉丝用户付费意愿 融合主题分割 客服对话自动摘要生成 弹幕互动行为 高校名称消歧技术 健康视频弹幕信息主题特征 眼动追踪 健康信息有用性评价 人脸识别技术 数据治理建议 知乎平台 用户相关情感 社会网络分析 国家一级博物馆微博社群,"根据《教务部关于做好2022届本科毕业论文管理和校级优秀毕业论文评选工作的通知》（教务〔2022〕118号）和《信息管理学院本科生毕业论文工作管理细则》（信管〔2021〕53号）的要求，我院毕业论文工作小组于2022年5月24日完成2022届本科生优秀毕业论文评选推荐工作，评选得出校级优秀毕业论文拟推荐名单和院级优秀毕业论文推荐名单，现予以公示。

  公示期为2022年5月24日-2022年5月28日。在公示期内如有任何异议，请提交书面说明材料至北学院楼B102张老师处。逾期将视作无异议。

校级优秀毕业论文拟推荐名单

    序号,姓名,专业,论文题目
    1,卜军钰,图书馆学,吉祥物在图书馆中应用的价值与策略探究
    2,包惠敏,档案学,基于新来源观的网上并联审批事项电子文件归档研究
    3,韩宇轩,信息管理与信息系统,基于频繁子图编码的神经网络及其在情报学领域的应用研究
    4,陈乐华,信息管理与信息系统,基于预训练模型的跨语言多标签专利分类研究
    5,杨欣雨,信息管理与信息系统,基于网络评论的广州市热门景点旅游体验挖掘
                
    注：此为学院拟推荐的候选校级优秀毕业论文，最终名单由学校教务部评定。

院级优秀毕业论文推荐名单
    序号,姓名,专业,论文题目
    1,金希妍,图书馆学,中学生阅读行为中的性别差异研究——基于广州大学附属中学教育集团的调查数据
	2,陆思晓,图书馆学,基层综合性文化服务中心建设案例研究
	3,倪焯慧,图书馆学,UNESCO/PERSIST?《数字遗产长期保存遴选工作指导方针》研究
    4,梁旭栋,档案学,多维度作者贡献测度方法研究
	5,付梅,档案学,基于信息抽取的提要撰写模式研究
	6,周炽洋,档案学,社会科学的学科排名稳定性研究
	7,刘姝贤,档案学,外来建设者文化信息需求及其影响因素的实证调查
	8,麦洁雯,档案学,错失焦虑视角下的突发公共卫生事件健康风险信息搜寻行为研究
	9,黄月明,信息管理与信息系统,顶级学术会议任职视角下的机构学术影响力评价——以人工智能领域为例
	10,曾贝欣,信息管理与信息系统,基于内容分析法的我国科技人才分类研究
	11,钟珊珊,信息管理与信息系统,CMHCH：基于因果推断的智能客服人机切换模型
	12,唐煜昊,信息管理与信息系统,高校科研人员专利自引行为与科技成果转化的关系研究
	13,李志权,信息管理与信息系统,广州高校本科生数据素养现状及其影响因素研究
	14,郑凯耿,信息管理与信息系统,虚拟偶像粉丝用户付费意愿影响因素研究
	15,曾盈,信息管理与信息系统,融合主题分割的客服对话自动摘要生成研究
	16,刘腾,信息管理与信息系统,弹幕互动行为的影响因素研究
	17,陳家榆,信息管理与信息系统,一种基于词典的高校名称消歧技术研究
	18,黄嘉乐,信息管理与信息系统,健康视频弹幕信息主题特征及其对视频播放的影响研究
	19,冯雁霞,信息管理与信息系统,融合自编码与自回归机制的文本语义匹配模型
	20,胡慧宁,信息管理与信息系统,基于眼动追踪的健康信息有用性评价研究
	21,張倩琳,信息管理与信息系统,人脸识别技术的数据治理建议——以用户在知乎平台表达的相关情感为依据
	22,周彦希,信息管理与信息系统,基于社会网络分析的国家一级博物馆微博社群研究
			
		


"
01_通知发布人.txt,网站 管理员,网站管理员
02_通知发布日期.txt,2022-05-24,2022-05-24
03_通知具体内容.txt,中山大学 信息管理学院 吴桐树 推免资格认定遴选细则 免试攻读研究生 推免工作领导小组 公示期 联系电话 校纪委 监察专员办 电子邮箱,"根据《中山大学推荐应届本科毕业生免试攻读研究生工作实施办法》（中大教务〔2023〕6号）、《信息管理学院推免资格认定遴选细则》（信管〔2023〕5号），经学生申请、学院审核，我院吴桐树等18名同学拟获免试攻读研究生推荐资格，现将名单予以公示。

如有异议，请在公示期内实名向学院推免工作领导小组反馈，否则不予受理。

公示时间：2023年9月18日-9月27日

联系电话：020-39332656（学院推免工作领导小组） 020-84115582（校纪委、监察专员办）

电子邮箱：jwim@mail.sysu.edu.cn（学院推免工作领导小组）







"
01_通知发布人.txt,网站 管理员,网站管理员
02_通知发布日期.txt,2023-09-18,2023-09-18
03_通知具体内容.txt,中山大学 信息管理学院 王周宏 推免研究生学位 资格认定 遴选细则 学院审核 推免工作领导小组 公示期 监察处,"根据《中山大学推荐免试攻读研究生学位资格认定工作实施办法》（中大教务〔2020〕223号）、《信息管理学院推免资格认定遴选细则》（信管〔2021〕6号），经学生申请、学院审核，我院王周宏等21名同学拟获免试攻读研究生学位推荐资格，现将名单予以公示。

如有异议，请在公示期内实名向学院推免工作领导小组反馈，否则不予受理。

公示时间：2022年9月9日-2022年9月23日

联系电话：020-39332656（学院推免工作领导小组）

      020-84115582（监察处）

 电子邮箱：jwim@mail.sysu.edu.cn（学院推免工作领导小组）

      prsdnjjh@mail.sysu.edu.cn（监察处）




信息管理学院

2022年9月9日
"
01_通知发布人.txt,网站 管理员,网站管理员
02_通知发布日期.txt,2022-09-09,2022-09-09
03_通知具体内容.txt,中山大学 推免工作小组 本科毕业生 免试攻读研究生学位 专项推荐资格 候选人名单 支教类 图书馆学 许梓若 陈沁雨 校团委 遴选结果 信息管理学院,"根据《中山大学推荐应届本科毕业生免试攻读研究生工作实施办法》（中大教务〔2023〕6号）、《共青团中山大学委员会关于组建中山大学第二十六届研究生支教团的通知》（团发〔2023〕118号），经学生申请、学院推免工作小组审核，现公示2024届本科毕业生免试攻读研究生学位专项推荐资格候选人的名单（支教类）如下：

专业名称,学号,姓名
图书馆学,20361073,许梓若
图书馆学,20361039,陈沁雨

请注意，公示内容为符合基本条件的申请人名单，不代表获得资格，具体以校团委遴选结果为准。

如有异议，请在公示期内实名向学院推免工作领导小组反馈，否则不予受理。

公示时间：2023年9月8日-2023年9月21日

联系电话：020-39332656

电子邮箱：jwim@mail.sysu.edu.cn

信息管理学院"
01_通知发布人.txt,网站 管理员,网站管理员
02_通知发布日期.txt,2023-09-08,2023-09-08
